"","V1","V2"
"result.1",1.6,0.721786492374728
"result.2",1.60079365079365,0.745833333333333
"result.3",1.64294871794872,0.482692307692308
"result.4",1.59294871794872,1.30641025641026
"result.5",1.6320987654321,0.56604938271605
"result.6",1.63016759776536,0.773743016759777
"result.7",1.66913580246914,0.507407407407407
"result.8",1.6103825136612,0.65792349726776
"result.9",1.60969337289812,0.669436201780415
"result.10",1.60200803212851,0.806827309236948
