"","V1","V2","V3"
"result.1",1.06666666666667,0.545,1.2
"result.2",0.8,0.535,1.2
"result.3",1.06666666666667,0.535,1.06666666666667
"result.4",0.8,0.555,1.2
"result.5",0.8,0.765,1.2
"result.6",1.06666666666667,0.535,1.2
"result.7",1.06666666666667,0.535,1.06666666666667
"result.8",0.8,0.575,1.2
"result.9",1.06666666666667,0.535,1.06666666666667
"result.10",0.8,0.585,1.2
